sent_id	layer	sentence_good	sentence_bad	sent1_logprob	sent2_logprob	sent1_avg_logprob	sent2_avg_logprob	sent1_logprob_greater	sent1_avg_logprob_greater	field	linguistics_term	instruction
46	1	Denise was discovering who men that aren't discovering Rhonda had boasted about.	Denise was discovering that men that aren't discovering Rhonda had boasted about.	-640.0	-652.0	-40.0	-40.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
47	1	Raymond is investigating what some alumnus that wrote bikes to.	Raymond is investigating that some alumnus that wrote bikes to.	-544.0	-490.0	-49.5	-44.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
48	1	Brenda knew what all bananas that went bad can look like.	Brenda knew that all bananas that went bad can look like.	-680.0	-644.0	-52.25	-49.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
49	1	Alice conceals who a man that wears the glove has referenced.	Alice conceals that a man that wears the glove has referenced.	-580.0	-592.0	-44.5	-45.5	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
50	1	Keith remembers what a person that wasn't cleaning that drawing went to.	Keith remembers that a person that wasn't cleaning that drawing went to.	-660.0	-612.0	-44.0	-40.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
51	1	The patient was learning what this man that ate would reveal.	The patient was learning that this man that ate would reveal.	-524.0	-474.0	-43.75	-39.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
52	1	Melissa isn't learning who every university that sold all windows talks to.	Melissa isn't learning that every university that sold all windows talks to.	-676.0	-680.0	-45.0	-45.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
53	1	Those drivers learn what some patients that have hidden away go to.	Those drivers learn that some patients that have hidden away go to.	-700.0	-644.0	-53.75	-49.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
54	1	Many guests forget who some offspring that sighs escaped from.	Many guests forget that some offspring that sighs escaped from.	-516.0	-516.0	-46.75	-47.0	False	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
55	1	Margaret forgets who the waitress that is hugging Caroline isn't listening to.	Margaret forgets that the waitress that is hugging Caroline isn't listening to.	-596.0	-600.0	-39.75	-40.0	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
56	1	Sonia figures out what some cart that irritates Theodore is looking like.	Sonia figures out that some cart that irritates Theodore is looking like.	-828.0	-804.0	-55.25	-53.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
57	1	Suzanne is concealing what these prints that existed would look like.	Suzanne is concealing that these prints that existed would look like.	-632.0	-576.0	-52.5	-48.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
58	1	Many cashiers figure out who all offspring that meet disagreed with.	Many cashiers figure out that all offspring that meet disagreed with.	-656.0	-668.0	-50.5	-51.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
59	1	Jacqueline had figured out who the actress that isn't laughing found.	Jacqueline had figured out that the actress that isn't laughing found.	-568.0	-580.0	-38.0	-38.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
60	1	Stacy finds out what some cashier that discusses many men could admire.	Stacy finds out that some cashier that discusses many men could admire.	-700.0	-680.0	-50.0	-48.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
61	1	The legislature realized what a lady that boycotts a public park biked to.	The legislature realized that a lady that boycotts a public park biked to.	-732.0	-692.0	-45.75	-43.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
62	1	Vanessa remembered who some sketch that hadn't disgusted Lawrence wasn't looking like.	Vanessa remembered that some sketch that hadn't disgusted Lawrence wasn't looking like.	-776.0	-772.0	-45.5	-45.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
63	1	Anne doesn't forget who the man that has worried Adam hadn't escaped from.	Anne doesn't forget that the man that has worried Adam hadn't escaped from.	-732.0	-728.0	-40.5	-40.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
64	1	David is figuring out who those organizations that wouldn't argue about the essays dislike.	David is figuring out that those organizations that wouldn't argue about the essays dislike.	-752.0	-760.0	-44.25	-44.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
65	1	Curtis revealed what a girl that yelled wore.	Curtis revealed that a girl that yelled wore.	-420.0	-378.0	-46.75	-42.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
66	1	These waitresses learn what the girl that exited a mountain drives to.	These waitresses learn that the girl that exited a mountain drives to.	-680.0	-632.0	-48.5	-45.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
67	1	Carol couldn't forget what the driver that doesn't take couches arrived at.	Carol couldn't forget that the driver that doesn't take couches arrived at.	-760.0	-712.0	-44.75	-41.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
68	1	Diane reveals who those teenagers that could practice were revealing.	Diane reveals that those teenagers that could practice were revealing.	-498.0	-500.0	-45.25	-45.5	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
69	1	Teresa can't know who that senator that can bother Teresa listens to.	Teresa can't know that that senator that can bother Teresa listens to.	-664.0	-656.0	-41.5	-41.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
70	1	Drivers investigate who some associations that can impress this organization listen to.	Drivers investigate that some associations that can impress this organization listen to.	-648.0	-656.0	-49.75	-50.5	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
71	1	All children investigated who those children that scare those companies were escaping from.	All children investigated that those children that scare those companies were escaping from.	-636.0	-644.0	-45.5	-46.0	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
72	1	Curtis wasn't figuring out who men that testify scared.	Curtis wasn't figuring out that men that testify scared.	-512.0	-520.0	-42.75	-43.5	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
73	1	A guest remembers what this driver that copes biked to.	A guest remembers that this driver that copes biked to.	-628.0	-576.0	-48.25	-44.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
74	1	Claire would conceal who that actor that looked like the drawing has cured.	Claire would conceal that that actor that looked like the drawing has cured.	-588.0	-580.0	-42.0	-41.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
75	1	Alexander has remembered who some doctors that notice Meredith can't reveal.	Alexander has remembered that some doctors that notice Meredith can't reveal.	-648.0	-648.0	-46.25	-46.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
76	1	A lot of guys aren't discovering who that pedestrian that isn't boasting hasn't talked to.	A lot of guys aren't discovering that that pedestrian that isn't boasting hasn't talked to.	-780.0	-788.0	-35.5	-35.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
77	1	Most students realize who these organizations that conspire talked about.	Most students realize that these organizations that conspire talked about.	-580.0	-576.0	-48.25	-48.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
78	1	Holly has figured out who many cashiers that haven't brought some glacier care for.	Holly has figured out that many cashiers that haven't brought some glacier care for.	-820.0	-828.0	-45.5	-46.0	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
79	1	Naomi investigated what those eyes that had upset Travis resemble.	Naomi investigated that those eyes that had upset Travis resemble.	-572.0	-520.0	-47.5	-43.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
80	1	That university learned who a guest that forgot this movie returns to.	That university learned that a guest that forgot this movie returns to.	-592.0	-588.0	-45.5	-45.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
81	1	Every cashier discovers who most patients that help Denise don't admire.	Every cashier discovers that most patients that help Denise don't admire.	-632.0	-632.0	-45.25	-45.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
82	1	Alice realized who these teenagers that weren't concurring were arguing about.	Alice realized that these teenagers that weren't concurring were arguing about.	-640.0	-636.0	-45.75	-45.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
83	1	Carmen isn't remembering what these teachers that struggle arrive at.	Carmen isn't remembering that these teachers that struggle arrive at.	-644.0	-592.0	-49.5	-45.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
84	1	Holly is remembering who all dancers that would talk to Gregory haven't sounded like.	Holly is remembering that all dancers that would talk to Gregory haven't sounded like.	-720.0	-720.0	-42.5	-42.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
85	1	Lawrence remembers who all actors that have donated were arguing about.	Lawrence remembers that all actors that have donated were arguing about.	-564.0	-560.0	-47.0	-46.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
86	1	Jill couldn't discover what every senator that is suffering should bike to.	Jill couldn't discover that every senator that is suffering should bike to.	-660.0	-624.0	-44.0	-41.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
87	1	Many guys hadn't discovered who the school that hadn't confused Melanie talked to.	Many guys hadn't discovered that the school that hadn't confused Melanie talked to.	-760.0	-768.0	-42.25	-42.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
88	1	Wayne doesn't realize who a movie that couldn't win isn't disagreeing with.	Wayne doesn't realize that a movie that couldn't win isn't disagreeing with.	-828.0	-828.0	-41.5	-41.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
89	1	Those companies learn what children that can attack Irene bike to.	Those companies learn that children that can attack Irene bike to.	-616.0	-576.0	-51.5	-48.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
90	1	Many students couldn't forget what that cashier that passed most closets walked through.	Many students couldn't forget that that cashier that passed most closets walked through.	-752.0	-708.0	-47.0	-44.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
91	1	Beverly is forgetting what this cat that irritated Angela was looking like.	Beverly is forgetting that this cat that irritated Angela was looking like.	-756.0	-700.0	-54.25	-50.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
92	1	Harvard University figured out who some student that left Kathleen didn't fire.	Harvard University figured out that some student that left Kathleen didn't fire.	-684.0	-696.0	-45.75	-46.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
93	1	Most boys forget what this guy that wasn't swallowing biked to.	Most boys forget that this guy that wasn't swallowing biked to.	-680.0	-628.0	-45.25	-42.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
94	1	Ruth has found out what these cashiers that didn't bike to most hospitals can conceal.	Ruth has found out that these cashiers that didn't bike to most hospitals can conceal.	-840.0	-824.0	-44.25	-43.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
95	1	Many guys forgot what a lot of people that had succeeded haven't respected.	Many guys forgot that a lot of people that had succeeded haven't respected.	-680.0	-632.0	-42.5	-39.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
96	1	Every person was learning who a person that had complained about Scott conceals.	Every person was learning that a person that had complained about Scott conceals.	-680.0	-684.0	-45.5	-45.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
97	1	Stacey knew what the guy that isn't yelling lifted.	Stacey knew that the guy that isn't yelling lifted.	-544.0	-508.0	-41.75	-39.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
98	1	Tonya figured out what some pedestrians that shouted reveal.	Tonya figured out that some pedestrians that shouted reveal.	-572.0	-548.0	-52.0	-49.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
99	1	Most hospitals are realizing what these dancers that care for Becky could sound like.	Most hospitals are realizing that these dancers that care for Becky could sound like.	-772.0	-716.0	-51.5	-47.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
100	1	Allison was concealing who those doctors that are approving talked to.	Allison was concealing that those doctors that are approving talked to.	-536.0	-540.0	-44.75	-45.0	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
101	1	Cynthia couldn't find out what every man that got a job arrived at.	Cynthia couldn't find out that every man that got a job arrived at.	-744.0	-736.0	-43.75	-43.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
102	1	Diana is finding out who an actor that cleaned that dress was curing.	Diana is finding out that an actor that cleaned that dress was curing.	-596.0	-612.0	-42.5	-43.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
103	1	Todd had realized who all customers that don't grin talked to.	Todd had realized that all customers that don't grin talked to.	-588.0	-584.0	-42.0	-41.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
104	1	Valerie doesn't realize who all senators that clean some college campus fled from.	Valerie doesn't realize that all senators that clean some college campus fled from.	-824.0	-820.0	-48.5	-48.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
105	1	Cynthia hasn't investigated what all alumni that weren't walking through every museum concealed.	Cynthia hasn't investigated that all alumni that weren't walking through every museum concealed.	-824.0	-776.0	-43.25	-41.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
106	1	Paula discovered who the government that was firing Ruth talks to.	Paula discovered that the government that was firing Ruth talks to.	-472.0	-480.0	-39.5	-40.0	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
107	1	Amy concealed what that mall that wasn't existing had looked like.	Amy concealed that that mall that wasn't existing had looked like.	-612.0	-572.0	-43.75	-41.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
108	1	Dawn was concealing who some lady that can't boast reveals.	Dawn was concealing that some lady that can't boast reveals.	-560.0	-560.0	-43.0	-43.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
109	1	Renee figures out who the committee that hasn't remembered Nancy wasn't concealing.	Renee figures out that the committee that hasn't remembered Nancy wasn't concealing.	-768.0	-780.0	-42.75	-43.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
110	1	Some waitresses discover what the actress that concealed Tara hadn't found.	Some waitresses discover that the actress that concealed Tara hadn't found.	-724.0	-680.0	-48.25	-45.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
111	1	Melissa does know what all women that hadn't clashed do wear.	Melissa does know that all women that hadn't clashed do wear.	-664.0	-628.0	-47.5	-45.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
112	1	Jacqueline knows what that child that wasn't talking about Stacey should bike to.	Jacqueline knows that that child that wasn't talking about Stacey should bike to.	-664.0	-628.0	-39.0	-37.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
113	1	Anna remembers who these men that were stretching sound like.	Anna remembers that these men that were stretching sound like.	-478.0	-474.0	-43.5	-43.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
114	1	Thomas hasn't found out who an adult that won't examine these commentaries hadn't sounded like.	Thomas hasn't found out that an adult that won't examine these commentaries hadn't sounded like.	-912.0	-928.0	-41.5	-42.25	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
115	1	Steve had concealed what some women that were debating drove to.	Steve had concealed that some women that were debating drove to.	-572.0	-520.0	-47.5	-43.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
116	1	Donald hadn't concealed what every blouse that was shocking many teachers had looked like.	Donald hadn't concealed that every blouse that was shocking many teachers had looked like.	-824.0	-784.0	-48.5	-46.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
117	1	Amy investigates what some photographs that will fall have looked like.	Amy investigates that some photographs that will fall have looked like.	-612.0	-556.0	-51.0	-46.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
118	1	A lot of committees forget who a lot of boys that weren't exercising had listened to.	A lot of committees forget that a lot of boys that weren't exercising had listened to.	-656.0	-656.0	-34.5	-34.5	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
119	1	Peter couldn't conceal what an actor that could boycott every government concealed.	Peter couldn't conceal that an actor that could boycott every government concealed.	-752.0	-716.0	-50.25	-47.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
120	1	Lucille hasn't investigated what teeth that hadn't fallen resemble.	Lucille hasn't investigated that teeth that hadn't fallen resemble.	-656.0	-628.0	-43.75	-42.0	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
121	1	Alexander wouldn't find out what these actresses that haven't looked like those drawings had looked like.	Alexander wouldn't find out that these actresses that haven't looked like those drawings had looked like.	-928.0	-908.0	-44.0	-43.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
122	1	Teresa didn't find out what the actors that weren't praising Danielle reveal.	Teresa didn't find out that the actors that weren't praising Danielle reveal.	-744.0	-732.0	-41.5	-40.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
123	1	Gregory realizes what these guys that are swallowing examine.	Gregory realizes that these guys that are swallowing examine.	-492.0	-432.0	-49.25	-43.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
124	1	Melinda wasn't forgetting who a lot of sketches that fell weren't looking like.	Melinda wasn't forgetting that a lot of sketches that fell weren't looking like.	-772.0	-772.0	-40.5	-40.75	False	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
125	1	Andrea doesn't find out who many customers that could investigate Janice dislike.	Andrea doesn't find out that many customers that could investigate Janice dislike.	-668.0	-672.0	-44.5	-44.75	True	True	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
126	1	Sheila hasn't known what these people that practiced arrived at.	Sheila hasn't known that these people that practiced arrived at.	-592.0	-556.0	-45.5	-42.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
127	1	Sara realized who all actresses that aren't chatting fired.	Sara realized that all actresses that aren't chatting fired.	-492.0	-490.0	-41.0	-40.75	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
128	1	Jason was learning what most doctors that discovered every turtle go to.	Jason was learning that most doctors that discovered every turtle go to.	-664.0	-612.0	-51.25	-47.25	False	False	syntax	filler_gap_dependency	Write a natural, coherent English sentence.
